book_id,title,description,clean_author,year,main_category,simple_category,avg_rating,review_count,popularity_score
6399,Unlimited Power: The New Science of Personal Achievement,"Reveals the secrets of ""neurolinguistic programming"" and explains how to master both mind and body while gaining emotional and financial freedom and increasing self-confidence",Anthony Robbins,1986,Business & Economics,Business & Economics,4.22093023255814,172,4.21086161255449
6400,Unspeakable,"Audisee® eBooks with Audio combine professional narration and sentence highlighting for an engaging read aloud experience! Winner of the Coretta Scott King Book Awards for Author and Illustrator A Caldecott Honor Book A Sibert Honor Book Longlisted for the National Book Award A Kirkus Prize Finalist A Boston Globe-Horn Book Honor Book ""A must-have""—Booklist (starred review) Celebrated author Carole Boston Weatherford and illustrator Floyd Cooper provide a powerful look at the Tulsa Race Massacre, one of the worst incidents of racial violence in our nation's history. The book traces the history of African Americans in Tulsa's Greenwood district and chronicles the devastation that occurred in 1921 when a white mob attacked the Black community. News of what happened was largely suppressed, and no official investigation occurred for seventy-five years. This picture book sensitively introduces young readers to this tragedy and concludes with a call for a better future. Download the free educator guide here: https://lernerbooks.com/download/unspeakableteachingguide",Carole Boston Weatherford,2021,Juvenile Nonfiction,Juvenile Nonfiction,2.95,120,3.3836443360833197
6401,Unspoken (Zebra Books),"Having left her hometown years before with her world shattered and her illegitimate baby dead, Shelby Cole decides to return home when she begins to receive anonymous letters that claim that her daughter is alive. In the midst of dark family revelations, she uncovers a terrifying scheme of revenge.",Lisa Jackson,2020,Fiction,Fiction,3.806122448979592,98,3.956896945861436
6402,Unstoppable: 45 Powerful Stories of Perseverance and Triumph from People Just Like You,"Shares the stories of those who overcame great odds or persevered to make their dreams come true while offering a seven-step plan for developing purpose, passion, belief, teams, creativity, and determination",Cynthia Kersey,1998,Self-Help,Self-Help,4.616438356164384,73,4.412856537503001
6403,Until...,"In 1958 Detroit, pregnant Grace, best friend Julia, and stylish Malina are terror-stricken by the disappearance of a childlike neighbor under their care whose fate reveals sinister elements in their community.",Lori Roy,2014,Fiction,Fiction,4.660287081339713,209,4.547351102829978
6404,Until the Real Thing Comes Along:,"Patty Murphy is facing that pivotal point in a woman's life when her biological clock ticks as insistently as a beating heart. Will she find Mr Right and start a family? But Patty is in love - with a man who is not only attractive and financially sound, but sensitive and warmhearted. There's just one small problem: He is also gay. Against her better judgment, and pleas from family and friends, Patty refuses to give up on Ethan. Every man she dates ultimately leaves her aching for the gentle comfort and intimacy she shares with him. But even as she throws eligible bachelors to the wayside to spend yet another platonic night with Ethan, Patty longs more and more for the consolation of loving and being loved. In the meantime she must content herself with waiting - until the real thing comes along . . .",Berg,2013,Fiction,Fiction,3.276595744680851,94,3.647636491669271
6405,Unveiling Islam: An Insider's Look at Muslim Life and Beliefs,"(Foreword by Richard Land) An insider's look at the reality of Islam by two former Sunni Muslims widely respected for their ability to clearly explain the Muslim mind. More than 150,000 copies in print!",Ergun Mehmet Caner,2002,Religion,Religion,3.057142857142857,175,3.3623925090642253
6406,Up From Slavery,Deals partly with the establishment of the Tuskegee Normal and Industrial Institute.,Booker T. Washington,1907,African Americans,Other,4.476190476190476,882,4.456150160692095
6407,Up from slavery: An autobiography,"In this acclaimed autobiography, Booker T. Washington makes a case for lifting up his race through education. Washington uses his personal story as the example, from his birth to slave parents on a Virginia plantation and his struggle to go to school to his adult achievements as a public speaker and black leader. Washington outlines more than forty years of his life, emphasizing how he overcame great obstacles in order to pursue his education at Hampton University. As an adult, he opened a school for black students in Tuskegee, Alabama, and later he established other successful vocational schools. Throughout the book, Washington describes his educational philosophy and his hopes and dreams for African Americans. This is an unabridged version of Booker T. Washington's life story, which was first published in 1901.",Booker T. Washington,2019,Biography & Autobiography,Biography & Autobiography,4.471403812824956,1154,4.456090403753415
6408,Up from slavery: An autobiography (Sons of liberty series),"For the 50 years that followed its publication in 1901, Up from Slavery was the most widely known book written by an African American. The life of Booker T. Washington embodied the legendary rise of an American self-made man, and his autobiography gave voice for the first time to a vast groupthat had to pull itself up from nothing. In the well-documented ordeals and observations of this humble and plainspoken schoolmaster we find traces of Washington's other nature: the ambitious and tough-minded analyst. Here was a man who had to balance the demands of his fellow blacks with theconstraints imposed on him by whites.",Booker T. Washington,2001,Biography & Autobiography,Biography & Autobiography,4.468531468531468,143,4.379683664304875
6409,Up from slavery;: An autobiography (World's classics),Deals partly with the establishment of the Tuskegee Normal and Industrial Institute.,Booker T. Washington,1907,African Americans,Other,4.476510067114094,149,4.387729916707543
6410,Upstate,"""Baby, the first thing I need to know from you is do you believe I killed my father?"" So begins Upstate, a powerful story told through letters between seventeen-year-old Antonio and his sixteen-year-old girlfriend, Natasha, set in the 1990's in New York. Antonio and Natasha's world is turned upside down, and their young love is put to the test, when Antonio finds himself in jail, accused of a shocking crime. Antonio fights to stay alive on the inside, while on the outside, Natasha faces choices that will change her life. Over the course of a decade, they share a desperate correspondence. Often, they have only each other to turn to as life takes them down separate paths and leaves them wondering if they will ever find their way back together. Startling, real, and filled with raw emotion, Upstate is an unforgettable coming-of-age story with a message of undeniable hope. Brilliant and profoundly felt, it is destined to speak to a new generation of readers.",Kalisha Buckhanon,2007,Fiction,Fiction,4.684210526315789,228,4.5732907924075565
6411,US Army Survival Manual: FM 21-76,"This survival manual is organized as follows: Chapter 1. Introduction Survival Actions Pattern for Survival Chapter 2. Psychology of Survival A Look at Stress Natural Reactions Preparing Yourself Chapter 3. Survival Planning and Survival Kits Importance of Planning Survival Kits Chapter 4. Basic Survival Medicine Requirements for Maintenance of Health Medical Emergencies Lifesaving Steps Bone and Joint Injury Bites and Stings Wounds Environmental Injuries Herbal Medicines Chapter 5. Shelters Shelter Site Selection Types of Shelters Chapter 6. Water Procurement Water Sources Still Construction Water Purification Water Filtration Devices Chapter 7. Firecraft Basic Fire Principles Site Selection and Preparation Fire Material Selection How to Build a Fire How to Light a Fire Chapter 8. Food Procurement Animals for Food Traps and Snares Killing Devices Fishing Devices Preparation of Fish and Game for Cooking and Storage Chapter 9. Survival Use of Plants Edibility of Plants Plants for Medicine Miscellaneous Uses of Plants Chapter 10. Poisonous Plants How Plants Poison All About Plants Rules for Avoiding Poisonous Plants Contact Dermatitis Ingestion Poisoning Chapter 11. Dangerous Animals Insects and Arachnids Leeches Bats Poisonous Snakes Dangerous Lizards Dangers in Rivers Dangers in Bays and Estuaries Saltwater Dangers Chapter 12. Field-Expedient Weapons, Tools, and Equipment Clubs Edged Weapons Other Expedient Weapons Lashing and Cordage Rucksack Construction Clothing and Insulation Cooking and Eating Utensils Chapter 13. Desert Survival Terrain Environmental Factors Need for Water Heat Casualties Precautions Desert Hazards Chapter 14. Tropical Survival Tropical Weather Jungle Types Travel Through Jungle Areas Immediate Considerations Water Procurement Food Poisonous Plants Chapter 15. Cold Weather Survival Cold Regions and Locations Windchill Basic Principles of Cold Weather Survival Hygiene Medical Aspects Cold Injuries Shelters Fire Water Food Travel Weather Signs Chapter 16. Sea Survival The Open Sea Seashores Chapter 17. Expedient Water Crossings Rivers and Streams Rapids Rafts Flotation Devices Other Water Obstacles Vegetation Obstacles Chapter 18. Field-Expedient Direction Finding Using the Sun and Shadows Using the Moon Using the Stars Making Improvised Compasses Other Means of Determining Direction Chapter 19. Signaling Techniques Application Means for Signaling Codes and Signals Aircraft Vectoring Procedures Chapter 20. Survival Movement in Hostile Areas Phases of Planning Execution Return to Friendly Control Chapter 21. Camouflage Personal Camouflage Methods of Stalking Chapter 22. Contact With People Contact With Local People The Survivor’s Behavior Changes to Political Allegiance Chapter 23. Survival in Man-Made Hazards The Nuclear Environment Biological Environments Chemical Environments",United States Department of Defense,2016,Reference,Other,4.211764705882353,85,4.199828014502761
6412,USB Complete: Everything You Need to Develop Custom USB Peripherals,"This guide takes the pain out of designing for this popular interface with specific, detailed examples that show how to develop USB devices and the applications that communicate with them. How the USB communicates with the PC, deciding if a project should use a USB interface, choosing a USB controller chip for peripheral design, and determining code with Windows applications are covered in detail.",Jan Axelson,2001,Computers,Computers,4.03030303030303,66,4.106673299048962
6413,Useful Idiots - How Liberals Got It Wrong in the Cold War and Still Blame America,"The original BESTSELLER from nationally syndicated columnist Mona Charen! Who’s on the wrong side of history? The liberals who are always willing to blame America first and defend its enemies. They've tried to rewrite history, but Mona Charen won't let them as she calls out liberal hypocrisy during the Cold War and afterward; from DC elites like Hillary Clinton, John Kerry, and Jimmy Carter to Hollywood celebs like Woody Allen, Jane Fonda, and Martin Sheen to academic snobs like Noam Chomsky, Susan Sontag, and many more. Charen's devastating critique of the left's philosophical incompetence is a must-read for Americans on both sides of the aisle.",Mona Charen,2018,Political Science,Other,3.533707865168539,178,3.7077127661539677
6414,Use of Weapons,"The man known as Cheradenine Zakalwe was one of Special Circumstances' foremost agents, changing the destiny of planets to suit the Culture through intrigue, dirty tricks and military action. The woman known as Diziet Sma had plucked him from obscurity and pushed him towards his present eminence, but despite all their dealings she did not know him as well as she thought. The drone known as Skaffen-Amtiskaw knew both of these people. It had once saved the woman's life by massacring her attackers in a particularly bloody manner. It believed the man to be a lost cause. But not even its machine could see the horrors in his past. Ferociously intelligent, both witty and horrific, USE OF WEAPONS is a masterpiece of science fiction.",Iain M. Banks,2008,Fiction,Fiction,4.2368421052631575,114,4.2177329730470055
6415,User Stories Applied,"""Offers a requirements process that saves time, eliminates rework, and leads directly to better software. A great way to build software that meets users' needs is to begin with 'user stories': simple, clear, brief descriptions of functionality that will be valuable to real users. ... [the author] provides you with a front-to-back blueprint for writing these user stories and weaving them into your development lifecycle. You'll learn what makes a great user story, and what makes a bad one. You'll discover practical ways to gather user stories, even when you can't speak with your users. Then, once you've compiled your user stories, [the author] shows how to organize them, prioritize them, and use them for planning, management, and testing""--Back cover.",Mike Cohn,2004,Computers,Computers,4.733333333333333,60,4.447793617403312
6416,Uses and Abuses Of Psychology,"This first book by German-born psychologist Hans Jürgen Eysenck’s is considered a classic amongst scholars and professionals of psychology. It describes the pitfalls of psychology, and the remedies that can be applied. A strong dependence on statistics and the experimental method is emphasized as essential to good psychology. The book is divided into four sections: Intelligence Testing, Vocational Psychology, Abnormal Behaviour, and Social Attitudes. Can an intelligence test administered to an eight year old predict adult performance? Is interviewing a good way of selecting the best applicant for a job? Is there such a thing as ‘normal’ behaviour? Can surveys such as the Gallup poll be of assistance to psychologists? Eysenck answers these and other questions. A book not to be missed by anyone interested in psychology.",Dr. H. J. Eysenck,2016,Psychology,Other,4.380952380952381,63,4.281048454495423
6417,"Use What You Have Decorating : Transform Your Home in One Hour With Ten Simple Design Principles -- Using the Space You Have, the Things You Like, the Budget You Choose",Shows readers how to give their living space the look they want on a shoestring budget.,Lauri Ward,1999,Interior decoration,Other,3.8297872340425534,141,3.94162234065735
6418,Utah Blaine,"Utah Blaine saves Joe Neal, owner of the 46 Connected Ranch, but when another murder attempt succeeds, Blaine finds himself alone to face a gang of greedy ranchers",Louis LAmour,2006,Fiction,Fiction,4.314285714285714,70,4.251660756854919
6419,Utilitarianism,"A serious and controversial work in which the authors contribute essays from opposite points of view on utilitarian assumptions, arguments and ideals.",J. J. C. Smart,1973,Philosophy,Other,4.354838709677419,62,4.267513402956016
6420,Utopia (Hackett Publishing Co.),"Wootton's translation brings out the liveliness of More's work and offers an accurate and reliable version of a masterpiece of social theory. His edition is further distinguished by the inclusion of a translation of Erasmus's 'The Sileni of Alcibiades,' a work very close in sentiment to Utopia, and one immensely influential in the sixteenth century. This attractive combination suits the edition especially well for use in Renaissance and Reformation courses as well as as for Western Civilization survey courses. Wootton’s Introduction simultaneously provides a remarkably useful guide to anyone’s first reading of More’s mysterious work and advances an original argument on the origins and purposes of Utopia which no one interested in sixteenth-century social theory will want to miss.",Thomas More,1999,Philosophy,Other,4.275862068965517,58,4.227432538011497
6421,Valentine,"An instant New York Times Bestseller Finalist for the Dayton Literary Peace Prize A Read with Jenna Today Show Book Club Pick! ""A thrilling debut that deserves your attention."" –Ron Charles, the Washington Post Written with the haunting emotional power of Elizabeth Strout and Barbara Kingsolver, an astonishing debut novel that explores the lingering effects of a brutal crime on the women of one small Texas oil town in the 1970s, longlisted for the Center for Fiction First Novel Prize and the VCU Cabell First Novel Award. Mercy is hard in a place like this . . . It’s February 1976, and Odessa, Texas, stands on the cusp of the next great oil boom. While the town’s men embrace the coming prosperity, its women intimately know and fear the violence that always seems to follow. In the early hours of the morning after Valentine’s Day, fourteen-year-old Gloria Ramírez appears on the front porch of Mary Rose Whitehead’s ranch house, broken and barely alive. The teenager had been viciously attacked in a nearby oil field—an act of brutality that is tried in the churches and barrooms of Odessa before it can reach a court of law. When justice is evasive, the stage is set for a showdown with potentially devastating consequences. Valentine is a haunting exploration of the intersections of violence and race, class and region in a story that plumbs the depths of darkness and fear, yet offers a window into beauty and hope. Told through the alternating points of view of indelible characters who burrow deep in the reader’s heart, this fierce, unflinching, and surprisingly tender novel illuminates women’s strength and vulnerability, and reminds us that it is the stories we tell ourselves that keep us alive.",Elizabeth Wetmore,2020,Fiction,Fiction,4.419354838709677,62,4.299009465948142
6422,Valhalla Rising (Dirk Pitt Adventure),"Marine explorer Dirk Pitt must rely on the nautical lore of Jules Verne to stop a ruthless oil baron with his sights set on political power in this #1 New York Times-bestselling series. In the middle of its maiden voyage, a luxury cruise ship using revolutionary new engines suddenly catches fire and sinks. Its alarms stay silent; its sprinkler system remains inactive. Nearby NUMA special projects director Dirk Pitt notices smoke and races to the rescue. He's too late to save the engineer behind the ship's new technology, but helps the man's daughter, Kelly Egan, escape with her father's work in a leather briefcase. While Ms. Egan strives to uncover the hidden value in her father's inventions, Pitt is hired on by maritime insurers to investigate the wreckage. Neither are prepared for the mechanical marvels they'll soon be forced to confront. The machines could only be the stuff of legend, described in the tales of Viking explorers or the accounts of Jules Verne. And they may be Pitt and Egan's only hope when an oil tycoon with a plan of his own appears on the scene. Before journey's end, Pitt will take on a power-mad millionaire, tread upon territory previously known only to Verne's illustrious Captain Nemo, and make shocking discoveries about his own past.",Clive Cussler,2002,Fiction,Fiction,3.5276752767527677,271,3.654685125522066
6423,Valley of Wild Horses,"In this classic novel of the West, young Panhandle Smith trails the men who ruined his father to New Mexico, only to find them ruling the corrupt town of Marco. Even worse, his childhood sweetheart is now engaged to Dick Hardman, the man Smith has sworn to kill. Smith has a plan. Fighting down his past as a gunman, he prepared to start a new life with only a saloon girl and an itinerant cowboy as his allies. But even the best plans have a way of going awry. Set against the dramatic background of a wild-horse roundup, the plot leads to the inevitable clash between two strong and stubborn men.",Zane Grey,1972,Fiction in English,Other,4.294594594594595,370,4.278101614196355
6424,Vampire$: A Novel,"Paranormal romance is a supernatural force to be reckoned with. Although packed with a menagerie of werewolves, shapeshifters and assorted demons, its undisputed king is none other than our favourite centuries-old bloodsucker - the vampire. We're now living in a post-Buffy world of dark urban fantasy à la Laurell K. Hamilton's Anita Blake, Sherrilyn Kenyon's irresistible Dark Hunters and the blood-lusting soul mates of Christine Feehan. But it doesn't stop there. This Mammoth collection opens a vein to reveal the mind-boggling scope of the supercharged phenomenon created when vampires met romance. Let the biggest and brightest names in the paranormal romance business take you hot on the haemoglobin trail of the sexiest creatures of the night. Witness the bewildering array of complex vampire codes of conduct, dark ritual and dating practices, as they chat up the locals and engage in the most erotic encounters you will sink your teeth into this side of un-Death. These ain't your mother's vampires!",Trisha Telep,2009,Fiction,Fiction,4.068702290076335,131,4.107011235588847
6425,Vanish,"FBI agent Gabriel Dean rushes into action to protect his pregnant wife, homicide detective Jane Rizzoli, when she is taken hostage along with others at the hospital by Nicholas Tennant, a black-ops agent in possession of high-level government secrets, after he is sent to the hospital when Boston M.E. Maura Isles discovers that Tennant is still alive as she prepares for his autopsy. Reprint.",Tess Gerritsen,2006,Fiction,Fiction,4.454022988505747,174,4.380645197386669
6426,Vanishing Act,"“A challenging and satisfying thriller . . . [with] many surprising twists.”—The New York Times Jane Whitefield is a Native American guide who leads people out of the wilderness—not the tree-filled variety but the kind created by enemies who want you dead. She is in the one-woman business of helping the desperate disappear. Thanks to her membership in the Wolf Clan of the Seneca tribe, she can fool any pursuer, cover any trail, and then provide her clients with new identities, complete with authentic paperwork. Jane knows all the tricks, ancient and modern; in fact, she has invented several of them herself. So she is only mildly surprised to find an intruder waiting for her when she returns home one day. An ex-cop suspected of embezzling, John Felker wants Jane to do for him what she did for his buddy Harry Kemple: make him vanish. But as Jane opens a door out of the world for Felker, she walks into a trap that will take all her heritage and cunning to escape. . . . Praise for Vanishing Act “Thomas Perry keeps pulling fresh ideas and original characters out of thin air. The strong-willed heroine he introduces in Vanishing Act rates as one of his most singular creations.”—The New York Times Book Review “One thriller that must be read. . . . Perry has created his most complex and compelling protagonist.”—San Francisco Examiner",Thomas Perry,2007,Fiction,Fiction,4.175572519083969,131,4.178439807017419
6427,"VANISHING ACT (JANE WHITEFIELD, NO 1)","“A challenging and satisfying thriller . . . [with] many surprising twists.”—The New York Times Jane Whitefield is a Native American guide who leads people out of the wilderness—not the tree-filled variety but the kind created by enemies who want you dead. She is in the one-woman business of helping the desperate disappear. Thanks to her membership in the Wolf Clan of the Seneca tribe, she can fool any pursuer, cover any trail, and then provide her clients with new identities, complete with authentic paperwork. Jane knows all the tricks, ancient and modern; in fact, she has invented several of them herself. So she is only mildly surprised to find an intruder waiting for her when she returns home one day. An ex-cop suspected of embezzling, John Felker wants Jane to do for him what she did for his buddy Harry Kemple: make him vanish. But as Jane opens a door out of the world for Felker, she walks into a trap that will take all her heritage and cunning to escape. . . . Praise for Vanishing Act “Thomas Perry keeps pulling fresh ideas and original characters out of thin air. The strong-willed heroine he introduces in Vanishing Act rates as one of his most singular creations.”—The New York Times Book Review “One thriller that must be read. . . . Perry has created his most complex and compelling protagonist.”—San Francisco Examiner",Thomas Perry,2007,Fiction,Fiction,4.15625,64,4.17034265252259
6428,Vanity Fair (Bantam Classic),"""I do not say there is no character as well drawn in Shakespeare [as D'Artagnan]. I do say there is none that I love so wholly."" --Robert Louis Stevenson ""The lasting and universal popularity of The Three Musketeers shows that Dumas, by artlessly expressing his own nature in the persons of his heroes, was responding to that craving for action, strength and generosity which is a fact in all periods and all places."" --Andreé Maurois",William Makepeace Thackeray,2005,Fiction,Fiction,4.26056338028169,142,4.236590348673499
6429,Vegan Planet: 400 Irresistible Recipes with Fantastic Flavors from Home and Around the World,"This book introduces a world of delicious choices to the millions of Americans who are vegans, vegetarians looking to move away from dairy, or non-vegetarians who have food sensitivities. 400 recipes. 125 illustrations.",Robin Robertson,2003,Cooking,Cooking,4.62406015037594,133,4.479667687754617
6430,Vegetables Every Day: The Definitive Guide to Buying and Cooking Today's Produce With over 350 Recipes,"The fresh vegetable sections in most supermarkets, farmers' markets, and gourmet groceries are overflowing with an amazing range of produce, both familiar and exotic. Consumers are tempted by kale and kohlrabi, taro and tomatillos, bok choy and burdock, along with all the familiar choices. Now acclaimed cookbook author and food writer Jack Bishop offers a comprehensive A-to-Z guide to this bounty of produce, complete with selection tips, preparation instructions, and hundreds of recipes for more than sixty-six commonly available vegetables. With Bishop's expert advice, you'll learn how to coax the very best flavor from every vegetable, whether it's a carrot, cauliflower, or cardoon. Wondering how and when to buy the sweetest green beans? Bishop suggests buying at the height of summer, and selecting beans that are crisp and slim (older, thicker beans will be mealy and bland). Confused about how to cook the spring's first sorrel? Bishop offers such unique and delicious dishes as Sorrel and Potato Soup and Sorrel Frittata. These recipes -- like all 350 in the book -- are clear and uncomplicated, ensuring success for even the novice cook. So whether you are looking for a salad or side dish, a vibrant main course, or simply great mashed potatoes, you are sure to find it in this essential kitchen companion. We all know that vegetables are the key to healthful eating -- now it's time to discover how great they can taste, each and every day!",Jack Bishop,2001,Cooking,Cooking,4.55,60,4.359793617403312
6431,Velvet Song,New York Times bestseller Jude Deveraux has put two stories of forbidden love and magical redemption into one special collection.,Jude Deveraux,2006,Domestic fiction,Other,3.754385964912281,57,3.983395099798477
6432,Vengeance in Death,"A madman brutally murders two men--both with ties to an ugly secret shared by Eve's new husband, Roarke.",J. D. Robb,1997,Fiction,Fiction,4.783018867924528,106,4.555404691084292
6433,Vengeance: the True Story of an Israeli Counter-terrorist Team,"Discloses the Israeli plan to assassinate the known terrorist leaders responsible for the Munich massacre of Israeli athletes and chronicles the story of the hit-squad's leader, a Mossad assassin morally destroyed by his mission. Reprint. 175,000 first printing. (Tie-in to the Universal Pictures, DreamWorks film, written by Tony Kushner, directed by Steven Spielberg, releasing Winter 2005, starring Eric Bana, Daniel Craig, & Geoffrey Rush) (History - General)",George Jonas,2005,History,History,4.46067415730337,89,4.343988325814377
6434,Videohound's Golden Movie Retriever 2000,"Describes and rates more than twenty thousand videos, and provides indexes by theme, awards, actors, actresses, and directors",Martin Connors,1999,Performing Arts,Other,4.5046728971962615,107,4.383570942880315
6435,"Vienna Prelude (Zion Covenant, Book 1)","Elisa Lindheim, of Jewish heritage, and New York Times reporter John Murphy become entangled in a web of intrigue, danger, and conspiracy.",Bodie Thoene,2005,Fiction,Fiction,4.69620253164557,79,4.465098626218154
6436,"Vietnam, a history","""A landmark work...The most complete account to date of the Vietnam tragedy."" -The Washington Post Book World This monumental narrative clarifies, analyzes, and demystifies the tragic ordeal of the Vietnam war. Free of ideological bias, profound in its undertsanding, and compassionate in its human portrayls , it is filled with fresh revelations drawn from secret documents and from exclusive interviews with participants-French, American, Vietnamese, Chinese: diplomats, military commanders, high government officials, journalists, nurses, workers, and soldiers. Originally published a companion to the Emmy-winning PBS series, Karnow's defining book is a precursor to Ken Burns's ten-part forthcoming documentary series, The Vietnam War. Vietnam: A History puts events and decisions into such sharp focus that we come to understand - and make peace with - a convulsive epoch of our recent history. ""This is history writing at its best."" -Chicago Sun-Times ""Even those of us who think we know something about it will read with fascination."" -The New York Times",Stanley Karnow,1997,History,History,4.382716049382716,81,4.294343850516535
6437,Villa Incognito,"Chaos in Laos – Tom Robbins ist Kult. Villa Incognito – ein Paradies im laotischen Dschungel. Vorzügliche Currys, charmante Konkubinen, Philosophiestunden jederzeit gratis. Kommen Sie her, aber sind Sie schwindelfrei? Der einzige Weg führt übers Hochseil. Passen Sie auf. Aber das alles ist besser, als in New York herumzuhängen. Und für Notfälle haben wir hier auch einen falschen Priester. Eine wilde Fabel, die keinen Lachmuskel untrainiert, keine Weisheit ungewendet und keine suchende Seele unerleuchtet lässt. «Robbins fährt mal wieder mächtig auf. Das ist Kunst.» (Rolling Stone) «Der beste Schriftsteller der Welt.» (Thomas Pynchon) «Eine Menge Spaß, vermengt mit einer nicht zu knappen Dosis Tiefsinn.» (Berliner Zeitung)",Tom Robbins,2014,Fiction,Fiction,3.1401869158878504,107,3.5347337335779887
6438,Villette,"""First published in 1853, Villette draws from Charlotte Bronte's experiences in Brussels in the 1840's. In this emotionally charged tale, we see Lucy Snowe's response to the challenges of her restrictive social environment as she flees from her unhappy past in England to a new life as a teacher at Madame Beck's school in Villette. This new edition features the definitive Clarendon edition of Villette which is derived from the earliest printings of Bront""e's great work. The text is supplemented with a newly commissioned introduction, which gives a thorough and in depth analysis of the context of this fine example of the nineteenth century novel.",Charlotte Brontë,1853,Belgium,Other,4.21830985915493,142,4.207604841427122
6439,Violets Are Blue,"D.C. Detective Alex Cross has seen a lot of crime scenes. But even he is appalled by the gruesome murders of two joggers in San Francisco's Golden Gate Park - killings that look more like the work of savage beasts than humans. Local police are horrified and even the FBI is baffled. Then, as Cross is called in to take on the case, the carnage takes off, leaving a trail of bodies across America and sweeping him to Savannah, Las Vegas, New Orleans, Los Angeles . . as his nemesis, the merciless criminal known as the Mastermind, stalks him, taunts him, and once again, threatens everything he holds dear...",James Patterson,2001,Fiction,Fiction,3.0050632911392405,395,3.1716830482074223
6440,Violets Are Blue (Read by Daniel Whitner & Kevin O'Rourke),"D.C. Detective Alex Cross has seen a lot of crime scenes. But even he is appalled by the gruesome murders of two joggers in San Francisco's Golden Gate Park - killings that look more like the work of savage beasts than humans. Local police are horrified and even the FBI is baffled. Then, as Cross is called in to take on the case, the carnage takes off, leaving a trail of bodies across America and sweeping him to Savannah, Las Vegas, New Orleans, Los Angeles . . as his nemesis, the merciless criminal known as the Mastermind, stalks him, taunts him, and once again, threatens everything he holds dear...",James Patterson,2001,Fiction,Fiction,3.00507614213198,394,3.172057085349486
6441,Violin A Novel,"The demonic ghost of a Russian aristocrat uses his magic violin to enchant the exquisite Triana and transport her to a terrifying realm where they join a battle of wills, in an evocative tale of seduction. Reprint.",Anne Rice,1999,Fiction,Fiction,2.4618320610687023,262,2.804202453135823
6442,"Virtual Assistant, The Series: Become a Highly Successful, Sought After VA","Virtual Assistant - The Series: Become a Highly Successful, Sought VA stands alone as the leader in books on starting a virtual assistant business. As the longest standing book in the industry, it's often referred to as the VA Industry Bible, and cited as a ""must have"" tool for all VAs, new and aspiring. Leaving no stone unturned this book sets the stage for starting, operating, and growing a successful and PROFITABLE virtual assistant business. It has been instrumental in the success of administrative and executive assistants, word processors, and other corporate professionals realizing their dreams of becoming an entrepreneur. Along with their personal experiences, the authors also include words of wisdom, tips, and tricks from numerous industry professionals through the ever-popular ""In Their Own Words"" section at the end of each chapter and featured throughout the book. This will enable you to see how others are making their businesses successful and provide you with a blueprint on how to do the same with yours.",Kelly Poelker,2010,Business & Economics,Business & Economics,4.555555555555555,54,4.352724388028689
6443,Virtual Light,"In 2005, in two Californias divided along seismic fault lines of power and wealth, ex-cop Berry Rydell is assigned to track people down through a maze of Virtual Reality. By the author of Neuromancer. 55,000 first printing. $55,000 ad/promo. Tour.",William Gibson,1993,Fiction,Fiction,3.77027027027027,74,3.9638431811180865
6444,Visions in Death (In Death),"New York Police Lieutenant Eve Dallas reluctantly accepts help from a psychic to solve a string of gruesome murders in 2059 Manhattan, but when her partner Peabody almost becomes the next victim, the stakes are raised.",J. D. Robb,2005,Fiction,Fiction,4.325581395348837,86,4.264729815731219
6445,Visions in Death (In Death #19),"New York Police Lieutenant Eve Dallas reluctantly accepts help from a psychic to solve a string of gruesome murders in 2059 Manhattan, but when her partner Peabody almost becomes the next victim, the stakes are raised.",J. D. Robb,2005,Fiction,Fiction,4.375,192,4.326747868386825
6446,Visions of Sugar Plums,A holiday adventure finds Stephanie Plum struggling to remove an intruder from her apartment and falling for a mysterious newcomer.,Janet Evanovich,2007,Fiction,Fiction,3.081818181818182,330,3.263225828292188
6447,Visitor,"Based on a multi-year international study of 20 innovative museums, Peter Samis and Mimi Michaelson answer key questions regarding the processes and problems involved in transforming a collections-based museum to a visitor-centered approach.",Peter S. Samis,2016,Museum visitors,Other,3.668269230769231,416,3.737992104314791
6448,"Visits from the Afterlife: The Truth about Hauntings, Spirits, and Reunions with Lost Loved Ones","The best-selling author of Life on the Other Side shares true stories about encounters with ghosts and troubled souls, recounting her travels to haunted houses and ships where she had firsthand experiences with spirits in search of peace and closure. Reprint.",Sylvia Browne,2004,Self-Help,Self-Help,4.222222222222222,72,4.204191256754847
